,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
3973,gdb_3974,CC(C)CC(=NO)C,3.89225,1.03771,0.96495,0.677,78.35,-0.2384,0.0166,0.255,1314.0318,0.185482,-366.240676,-366.230361,-366.229416,-366.276382,36.801
32603,gdb_32604,CCN1C=C(C)OC1=N,3.03031,1.21266,0.93771,3.257,81.13,-0.1815,0.0363,0.2178,1301.9446,0.158854,-419.245885,-419.236528,-419.235584,-419.280812,34.013
80309,gdb_80310,CC1C2C=C(CN12)C#N,3.56528,1.14865,1.10393,3.8559,81.46,-0.2368,-0.052,0.1848,1149.7881,0.137252,-380.870822,-380.862999,-380.862055,-380.90314,29.903
5033,gdb_5034,[O-]C1=COC=CC1=[NH2+],3.60478,2.27151,1.39345,4.8714,68.65,-0.1837,-0.0473,0.1364,811.5353,0.097043,-398.628657,-398.622157,-398.621213,-398.659028,25.228
47646,gdb_47647,N=C1CNCC=CCO1,2.3186,1.72172,1.14421,3.2906,78.52,-0.2277,-0.0132,0.2144,1091.5723,0.161881,-419.184874,-419.17673,-419.175785,-419.217775,31.434
15548,gdb_15549,CC1CC=CC1C#C,2.78484,2.04677,1.39686,0.6802,78.12,-0.2446,0.017,0.2616,939.4181,0.15352,-310.649626,-310.641641,-310.640696,-310.68178,30.598
102399,gdb_102400,CCC(CC)(C=O)OC,1.60627,1.31157,1.24923,1.7963,81.94,-0.2396,-0.0294,0.2102,1303.3279,0.201558,-425.431217,-425.419831,-425.418887,-425.46771,40.507
8200,gdb_8201,CC12CC=CC1(C)O2,2.76857,2.51262,1.62252,1.7764,72.23,-0.2391,0.0084,0.2474,857.9517,0.152628,-347.81007,-347.802287,-347.801343,-347.84149,30.251
78601,gdb_78602,CC1C2C3C(O)C2(C)N13,2.97533,1.43846,1.17712,2.1229,79.56,-0.2336,0.081,0.3146,1124.9193,0.170167,-403.060701,-403.052221,-403.051277,-403.093195,33.372
91270,gdb_91271,CC1CC2OC(=O)CC12,2.80524,1.42318,1.22272,4.4179,74.12,-0.2626,0.0157,0.2784,1091.8021,0.160501,-423.071049,-423.063119,-423.062175,-423.105018,30.418
119102,gdb_119103,CCCC1(CC1)C#CC,1.79046,1.028,0.7149,0.1739,96.12,-0.2248,0.0621,0.287,1712.5617,0.203429,-351.131895,-351.120782,-351.119837,-351.170352,39.39
131230,gdb_131231,c1cnn(c1O)CC=O,3.22325,1.14869,0.89624,4.5155,68.43,-0.228,-0.0311,0.1969,1231.364,0.112077,-453.96363,-453.955139,-453.954195,-453.998574,29.684
15304,gdb_15305,O=CCC1NC1C#C,4.52813,1.08866,0.94765,3.0324,69.29,-0.2434,-0.0234,0.2199,1177.1811,0.116623,-362.605057,-362.59678,-362.595835,-362.638743,29.23
34825,gdb_34826,N#CC1C2NC1C21CC1,4.9739,1.08495,1.00279,5.7502,78.81,-0.251,0.0263,0.2774,1183.7593,0.137226,-380.78767,-380.780209,-380.779265,-380.819528,29.201
124454,gdb_124455,CC(C)(C)n1cccn1,3.07998,1.29449,1.14208,2.1795,84.51,-0.2333,0.029,0.2622,1183.4177,0.18297,-383.305355,-383.296318,-383.295373,-383.338945,34.991
126085,gdb_126086,CC1OCC2=C1C=NN2,3.17052,1.54718,1.10541,1.3587,74.19,-0.2294,0.0179,0.2474,1072.2817,0.138913,-418.019993,-418.012453,-418.011509,-418.052285,28.495
105402,gdb_105403,OCC1(CC1O)OC=N,2.32295,1.22788,1.03372,3.0026,70.89,-0.253,0.0231,0.2761,1229.4031,0.145249,-476.184498,-476.174823,-476.173879,-476.219225,35.174
80495,gdb_80496,CC1C2OC(C)C12C#N,2.20352,1.46058,1.21477,3.1923,77.9,-0.2604,0.0108,0.2712,1125.2577,0.146807,-401.928455,-401.919709,-401.918765,-401.961583,32.736
60042,gdb_60043,CC(C)CC1(C)CN1C,2.46832,0.97243,0.89955,1.1115,93.26,-0.218,0.0778,0.2957,1531.7221,0.237957,-369.596241,-369.584962,-369.584018,-369.63231,42.199
129019,gdb_129020,c1c-2cnn[nH]c2cn1,4.22478,1.65601,1.18969,1.5095,76.1,-0.2175,-0.0947,0.1228,928.3578,0.093258,-411.776975,-411.771114,-411.77017,-411.807153,23.308
26977,gdb_26978,Cc1c(nc[nH]1)CC#N,3.08605,1.26403,0.95788,4.9912,75.13,-0.2274,0.0174,0.2448,1187.1271,0.125706,-396.993682,-396.985177,-396.984233,-397.027782,30.311
25772,gdb_25773,CC(=O)c1[nH]cc(n1)N,3.95457,1.11039,0.87252,2.9269,78.5,-0.2006,-0.0446,0.1561,1274.3213,0.125165,-434.136519,-434.127833,-434.126888,-434.170338,31.589
120952,gdb_120953,COCC1CC2CC1O2,4.44249,0.91729,0.89082,0.9209,78.83,-0.2432,0.0899,0.3331,1404.0792,0.18352,-424.192496,-424.184053,-424.183109,-424.226066,31.985
102362,gdb_102363,COC(CO)(C=O)C#C,1.76417,1.63089,1.14304,3.9546,71.12,-0.2557,-0.04,0.2157,1148.5182,0.130664,-458.908331,-458.897855,-458.896911,-458.944059,36.428
110953,gdb_110954,CCC1C2CC1(O)C2=O,2.73175,1.20688,1.04253,1.9203,76.28,-0.2399,0.0064,0.2463,1235.104,0.157686,-422.994278,-422.985064,-422.984119,-423.028685,33.873
93579,gdb_93580,CC1COC(=N1)C1CN1,4.48385,1.00079,0.91663,2.5539,78.86,-0.242,0.0139,0.2558,1332.1538,0.160868,-419.203996,-419.195456,-419.194511,-419.238077,31.248
112490,gdb_112491,CCC1NC(C#C)C1=O,2.79463,1.03747,0.87468,2.5523,80.25,-0.2421,-0.0312,0.2109,1384.1073,0.145121,-401.907562,-401.898079,-401.897135,-401.942561,34.418
43939,gdb_43940,O=C1CC23CC(C=C2)C13,3.26216,1.60476,1.49805,2.8096,77.8,-0.2328,-0.0295,0.2033,934.2877,0.136475,-384.598311,-384.591626,-384.590682,-384.629134,27.996
47090,gdb_47091,O=C1CCC2CCCC12,2.42539,1.69,1.16857,2.7821,80.89,-0.2327,-0.0137,0.219,1110.8559,0.185558,-387.146925,-387.139126,-387.138182,-387.179713,30.875
967,gdb_968,Cc1c(ocn1)N,3.63168,3.48374,1.81545,2.2985,55.55,-0.2294,0.0104,0.2398,669.1394,0.102795,-340.670034,-340.663334,-340.66239,-340.700658,23.806
75646,gdb_75647,CN1C(=O)C2N3CC12C3,3.13703,1.54742,1.25671,3.7321,75.49,-0.2334,-0.0133,0.2202,1020.3345,0.135848,-417.863659,-417.856038,-417.855093,-417.895731,29.253
43440,gdb_43441,N=C1CC2(CC2)C(=O)O1,3.03284,1.47177,1.08151,2.8895,71.26,-0.2758,-0.0124,0.2634,1088.2573,0.125091,-437.936019,-437.928391,-437.927446,-437.968934,28.849
110476,gdb_110477,COC1C2C3C4C2C1N34,4.78194,1.28889,1.24524,0.8974,74.22,-0.2292,0.0724,0.3016,1050.7168,0.148537,-401.838826,-401.831738,-401.830793,-401.870496,27.914
88049,gdb_88050,OC1CC11COC1C#N,2.41629,1.37442,1.11376,5.0299,69.34,-0.2742,-0.003,0.2712,1120.4668,0.123178,-437.844875,-437.836383,-437.835438,-437.878442,30.881
35794,gdb_35795,N#CC1CN2CC2CO1,3.77992,1.22117,1.0338,4.0331,73.06,-0.2417,0.0062,0.2479,1138.626,0.13796,-417.981233,-417.973679,-417.972735,-418.01353,28.823
83799,gdb_83800,OC1C2CCC3OC3C12,2.55453,1.77691,1.48054,3.0867,73.34,-0.2317,0.0725,0.3042,967.7549,0.162043,-423.004454,-422.997312,-422.996368,-423.035648,29.705
8775,gdb_8776,OC(C=O)C(O)C=O,4.44657,1.31039,1.18508,3.1543,55.86,-0.2758,-0.0529,0.2229,985.2934,0.103429,-456.820875,-456.812423,-456.811479,-456.85429,29.24
78128,gdb_78129,CC1C2C(C=O)C(=O)N12,2.20514,1.70352,1.33023,2.0613,69.8,-0.2522,-0.0437,0.2086,1007.2835,0.122421,-437.871106,-437.86271,-437.861766,-437.904437,30.262
119433,gdb_119434,CCCC12CC(=O)C1N2,4.72436,0.8049,0.75834,2.7547,81.22,-0.2401,-0.0189,0.2213,1554.4403,0.170246,-403.134278,-403.125184,-403.12424,-403.168821,33.683
108306,gdb_108307,CC1NC2(CO)COC12,2.89609,1.28399,1.05014,1.2716,74.91,-0.2246,0.0445,0.2691,1204.066,0.170571,-440.230668,-440.221688,-440.220743,-440.264451,33.812
116200,gdb_116201,COC1OCCC1(C)C,2.23382,1.48283,1.16879,0.5131,81.41,-0.2546,0.081,0.3356,1209.4342,0.204756,-425.440707,-425.430637,-425.429693,-425.475324,37.369
52582,gdb_52583,CC#CC(C#N)C(C)O,2.08992,1.07027,0.7348,5.128,81.22,-0.2675,0.0227,0.2902,1538.0394,0.144007,-401.936754,-401.925743,-401.924799,-401.974853,37.265
1105,gdb_1106,CC(O)C(C)(C)C,3.05647,2.20295,1.84239,1.4315,69.98,-0.259,0.068,0.327,848.8521,0.192044,-312.131841,-312.122522,-312.121578,-312.164423,35.279
8423,gdb_8424,CC1(C)CC2CC2C1,3.48688,1.65216,1.63951,0.1822,80.51,-0.261,0.0837,0.3446,957.2297,0.201462,-313.078918,-313.070899,-313.069955,-313.110531,32.468
75496,gdb_75497,CC1=CCOC2CC12C,2.18384,1.79037,1.22101,1.4941,84.57,-0.2266,0.0203,0.247,1115.9478,0.182399,-387.087657,-387.078885,-387.07794,-387.12046,34.345
111051,gdb_111052,CCC12CC(O1)C2CO,3.12404,1.07009,0.93097,1.5874,78.89,-0.2346,0.0678,0.3024,1346.845,0.181099,-424.158994,-424.149567,-424.148623,-424.193576,35.213
20114,gdb_20115,O=C(C1CN1)C1CO1,4.06215,1.47625,1.26781,2.8411,62.81,-0.2587,-0.0423,0.2165,962.4243,0.11874,-399.759035,-399.75157,-399.750626,-399.791512,26.546
13630,gdb_13631,CN1CC1C(O)CO,3.97732,1.20949,1.04248,1.2952,68.34,-0.2326,0.0581,0.2907,1160.6992,0.164181,-402.153125,-402.144056,-402.143111,-402.186853,33.128
114547,gdb_114548,CCC1CC2CC1(C)O2,2.60987,1.35496,1.08472,1.6121,84.73,-0.2374,0.0848,0.3222,1241.7211,0.206188,-388.287433,-388.278508,-388.277564,-388.320647,35.271
35096,gdb_35097,N#CC1C=CC=CC=C1,2.28709,1.64807,1.49584,4.0041,82.06,-0.238,-0.0544,0.1837,983.0857,0.126556,-363.640152,-363.632696,-363.631752,-363.672073,28.705
79987,gdb_79988,CC1C2C=CC1(O)C2C,2.11519,1.63747,1.51363,1.2124,82.81,-0.225,0.0119,0.2369,1067.1849,0.181667,-387.060596,-387.051728,-387.050784,-387.093192,35.434
100610,gdb_100611,OCC(O)C(=O)NC=O,2.49989,1.14789,0.81291,5.2889,64.08,-0.26,-0.0398,0.2201,1332.6015,0.122836,-512.200292,-512.190985,-512.190041,-512.234962,32.864
29541,gdb_29542,CC1=CCc2n1cnc2,3.07495,1.73599,1.12501,3.9833,81.02,-0.2131,-0.0079,0.2052,1049.3005,0.138836,-380.925159,-380.917947,-380.917003,-380.956645,28.188
44746,gdb_44747,O=C1CC2CC(O2)C1=O,2.65881,1.83768,1.30325,4.6341,64.95,-0.2397,-0.0878,0.1519,947.5992,0.113079,-457.771625,-457.764535,-457.763591,-457.803584,27.057
115925,gdb_115926,COC1CCC2CC2O1,2.95144,1.36046,1.15434,0.4571,78.1,-0.2321,0.085,0.3171,1160.7131,0.183809,-424.209254,-424.200759,-424.199814,-424.242478,32.791
58934,gdb_58935,CC(C)C12CC3OC1C23,3.33861,1.23898,1.15345,1.8503,81.11,-0.2241,0.0794,0.3034,1177.1865,0.181813,-387.027774,-387.019273,-387.018329,-387.060829,33.368
111803,gdb_111804,CCC1C2COC1CO2,2.90588,1.33628,1.27498,1.4681,76.94,-0.241,0.0796,0.3206,1127.3077,0.184661,-424.228981,-424.221,-424.220056,-424.261605,31.411
53005,gdb_53006,CC#CC12NC1CC=C2,4.36246,0.91624,0.84431,1.7286,88.68,-0.2183,0.0092,0.2274,1430.78,0.147707,-364.773319,-364.76463,-364.763686,-364.809111,31.953
46052,gdb_46053,O=C1CCC(C1)C1CO1,3.59098,1.03891,0.89168,3.2997,75.29,-0.2381,-0.0141,0.224,1309.5186,0.159429,-423.038717,-423.030472,-423.029528,-423.072205,31.08
43775,gdb_43776,O=C1OC2(CC12)C1CN1,3.42041,1.29055,1.08898,3.0568,69.68,-0.2527,-0.0069,0.2459,1103.6752,0.124788,-437.851167,-437.843663,-437.842719,-437.883697,28.454
54569,gdb_54570,CC(=O)C12CC3CC1C23,3.54725,1.35138,1.13506,2.7855,80.37,-0.2358,-0.0093,0.2265,1118.9641,0.159077,-385.865695,-385.857644,-385.8567,-385.898712,31.005
121720,gdb_121721,C(CO)NC(=O)NC=O,5.1515,0.66873,0.60347,7.1375,69.63,-0.2462,-0.0034,0.2428,1762.4072,0.134735,-492.329527,-492.319405,-492.31846,-492.36684,34.181
92065,gdb_92066,CN1CC2CC2NC1=O,2.74145,1.63165,1.16305,3.7569,76.2,-0.2288,0.0579,0.2867,1082.3451,0.161951,-419.242042,-419.233842,-419.232897,-419.274826,31.319
42580,gdb_42581,O=C1C2C3C4OC1C4N23,3.1119,2.15693,1.66527,2.8711,63.31,-0.2425,-0.039,0.2034,794.4328,0.103138,-436.626608,-436.620948,-436.620003,-436.656567,23.323
48702,gdb_48703,O=CC12CC3(CC3)C1N2,3.74907,1.13818,1.00488,3.2502,78.97,-0.2465,-0.027,0.2195,1205.9534,0.147362,-401.902276,-401.894266,-401.893322,-401.934931,30.829
34323,gdb_34324,N#CC12CCC1=CCO2,2.38601,1.83936,1.33473,4.6989,75.53,-0.2573,-0.02,0.2373,983.8855,0.125111,-400.728665,-400.72121,-400.720266,-400.760618,28.533
29777,gdb_29778,Cc1c(cn(c1O)C)N,2.44193,1.5191,0.94939,1.0319,80.83,-0.1607,0.0582,0.2189,1236.8821,0.158035,-419.236292,-419.22576,-419.224816,-419.27191,37.108
65522,gdb_65523,OC1(CC2NC12)C1CO1,3.34097,1.34196,1.1814,1.4173,70.9,-0.2418,0.0709,0.3127,1079.3051,0.147643,-439.008246,-439.000395,-438.999451,-439.040636,30.858
87802,gdb_87803,CC1CC11OC2C(C)C12,2.76781,1.41951,1.18873,1.4223,83.06,-0.2222,0.0765,0.2987,1152.7872,0.181145,-387.035803,-387.026909,-387.025965,-387.069021,34.491
89908,gdb_89909,CC1CC2(CC=O)NC12,4.67248,0.84846,0.82017,2.971,80.47,-0.2287,-0.0243,0.2045,1460.9968,0.16951,-403.116546,-403.107342,-403.106398,-403.151427,33.807
98438,gdb_98439,CCC(=O)C1(CCC1)O,2.90018,1.15809,0.98614,2.6208,78.91,-0.2387,-0.0097,0.229,1310.6425,0.180051,-424.240223,-424.23025,-424.229306,-424.275632,36.801
44203,gdb_44204,O=C1CC2C1C21COC1,3.84246,1.14344,1.09791,2.7819,73.17,-0.2466,-0.018,0.2286,1136.0522,0.135698,-421.785615,-421.778008,-421.777064,-421.818185,28.813
2577,gdb_2578,CCC1(CO)CO1,2.94296,2.71044,1.78572,1.8786,59.78,-0.2577,0.0737,0.3314,774.9516,0.147284,-346.832352,-346.824437,-346.823493,-346.864605,28.609
38866,gdb_38867,C1CN2CC3OC(C2)C13,2.72723,1.96648,1.81799,1.9454,75.86,-0.1983,0.0755,0.2739,884.9535,0.176475,-403.13441,-403.128143,-403.127199,-403.164659,27.21
85697,gdb_85698,CN1CC(C#N)C11CC1,2.56785,1.4055,1.06385,4.5475,80.9,-0.2189,0.028,0.247,1177.1957,0.158844,-382.042252,-382.033434,-382.03249,-382.075851,33.016
39556,gdb_39557,O1C=NC2C3C=CC2C13,4.06107,1.72395,1.57766,1.6725,72.23,-0.2268,-0.0003,0.2265,856.7684,0.128172,-400.730196,-400.724413,-400.723468,-400.759973,24.783
133455,gdb_133456,c1c(nnc(n1)CO)F,4.97373,1.04089,0.86535,2.9753,63.19,-0.2639,-0.0956,0.1684,1203.9688,0.088648,-494.031011,-494.023506,-494.022562,-494.063906,26.852
22468,gdb_22469,[O-]N=C(CNC=[NH2+])C=O,3.82726,0.77152,0.65788,8.4779,78.21,-0.2252,-0.0653,0.1599,1617.1961,0.122432,-471.152078,-471.142497,-471.141553,-471.187432,33.049
5685,gdb_5686,c1coc2c1CCC2,4.60866,2.0128,1.44374,0.786,70.5,-0.2053,0.0249,0.2303,846.2368,0.13398,-346.641032,-346.634821,-346.633877,-346.671367,24.352
82795,gdb_82796,OC1C2OC3C=CC1C23,2.58144,2.11506,1.75779,2.2553,70.48,-0.234,-0.0074,0.2266,849.3323,0.13863,-421.796184,-421.789775,-421.788831,-421.826692,26.877
32368,gdb_32369,c1cc(=O)occ1CO,4.71174,1.01535,0.83972,6.0785,72.38,-0.2296,-0.0544,0.1751,1284.7473,0.112772,-457.813004,-457.804963,-457.804019,-457.846272,29.23
83669,gdb_83670,CN1C2CCC2C1C#N,2.25115,1.63439,1.11469,4.3933,80.46,-0.2307,0.0163,0.247,1135.7268,0.159833,-382.042363,-382.033961,-382.033017,-382.075499,31.607
88359,gdb_88360,OC1CC1C(C#C)C#C,2.09534,1.3394,0.92101,2.1369,80.04,-0.256,0.0384,0.2944,1276.2541,0.132294,-384.59049,-384.580871,-384.579927,-384.625193,35.709
71606,gdb_71607,CC12OC3C1OCC23O,2.2185,1.97648,1.6757,0.4935,67.1,-0.2415,0.0605,0.302,912.3119,0.135164,-458.899544,-458.89199,-458.891045,-458.931103,30.056
58770,gdb_58771,CC(O)C12CC(C1)OC2,3.04142,1.25938,1.21162,2.9103,77.6,-0.2323,0.0642,0.2965,1146.9529,0.182826,-424.202887,-424.194319,-424.193375,-424.235975,33.76
68947,gdb_68948,CC12NC1(C=O)C1OC21,2.38168,1.68881,1.32274,3.8475,69.41,-0.253,-0.035,0.218,1002.8679,0.122617,-437.820469,-437.812472,-437.811528,-437.853038,29.903
38873,gdb_38874,C1C2CC3OCC2OC13,2.74743,2.13996,1.92271,2.1734,72.27,-0.2312,0.0846,0.3158,837.1867,0.164671,-423.024307,-423.018546,-423.017602,-423.054011,25.891
85398,gdb_85399,C1C(CC(=O)NC1=O)O,1.93651,1.69844,0.93331,2.7701,66.78,-0.2598,-0.0288,0.231,1176.1413,0.125379,-475.105113,-475.097068,-475.096124,-475.137979,30.202
101925,gdb_101926,C[NH2+]C(C1CN1)C([O-])=O,2.01951,1.37632,0.94992,4.0546,71.84,-0.2511,0.0114,0.2625,1278.0199,0.159645,-456.338176,-456.328784,-456.32784,-456.373218,33.658
34780,gdb_34781,C#CC12CC(C1)C2C#N,2.29223,1.5973,1.11583,4.0035,81.09,-0.2748,0.007,0.2818,1093.9853,0.124587,-363.54443,-363.53672,-363.535776,-363.576667,29.951
100269,gdb_100270,CCC(C)(OC)C(N)=O,1.90637,1.3899,1.23786,3.1846,78.14,-0.2386,0.0382,0.2768,1219.0937,0.191109,-441.521764,-441.510475,-441.509531,-441.55818,40.712
131139,gdb_131140,c1c(onn1)C2(CC2)O,3.80724,1.2816,1.04211,3.7667,68.99,-0.2575,-0.0377,0.2198,1099.9766,0.111637,-453.905317,-453.897601,-453.896656,-453.937793,29.15
13732,gdb_13733,CC(=O)C1CC1C#C,3.07255,1.64484,1.34445,2.8199,72.14,-0.2423,-0.0173,0.225,973.9101,0.127806,-346.580553,-346.572026,-346.571082,-346.613889,30.842
24753,gdb_24754,c1cocc1C(=O)C#N,3.61817,1.22825,0.91697,4.352,68.25,-0.2684,-0.0945,0.1739,1141.9047,0.078264,-435.532315,-435.525028,-435.524084,-435.564825,25.852
78495,gdb_78496,CC12OC3C(O)C1C23O,2.55341,1.63987,1.30842,2.1394,67.68,-0.2369,0.0612,0.2981,1013.806,0.134596,-458.893747,-458.885641,-458.884696,-458.925923,31.744
108616,gdb_108617,CCC1=C(C)C(O)CC1,2.67132,1.14501,0.86481,1.2414,89.84,-0.2205,0.0305,0.2509,1424.5796,0.204872,-388.318809,-388.308474,-388.30753,-388.35428,38.077
108138,gdb_108139,CCC12OC3COC1C23,3.48285,1.33144,1.27539,1.9363,74.59,-0.2129,0.076,0.2889,1087.8976,0.159592,-422.983982,-422.976215,-422.975271,-423.016378,30.263
95868,gdb_95869,OC1CCOC(C1)C#N,2.45418,1.34063,1.09965,3.2119,71.43,-0.2755,0.0158,0.2914,1147.9095,0.148811,-439.102001,-439.093624,-439.09268,-439.134941,31.747
32908,gdb_32909,CCCc1cnc(o1)N,4.33082,0.8304,0.73026,2.0858,79.92,-0.1987,0.0319,0.2306,1583.4861,0.160146,-419.256709,-419.247556,-419.246612,-419.291223,33.542
123614,gdb_123615,C1C2N1CC1=C2N=NN1,4.17031,1.57972,1.25089,3.865,70.23,-0.2302,-0.0069,0.2234,946.9486,0.116826,-412.947701,-412.941545,-412.940601,-412.97815,24.749
113468,gdb_113469,COC1CC11CC2OC12,2.85259,1.31603,1.12619,1.1251,75.9,-0.2353,0.0833,0.3186,1151.3554,0.15789,-422.949217,-422.940795,-422.939851,-422.982401,31.935
17238,gdb_17239,CCC12CC3CN1C23,4.35977,1.65219,1.58628,1.5553,74.59,-0.2316,0.0894,0.321,913.0427,0.166552,-327.866551,-327.859338,-327.858394,-327.89801,28.279
94668,gdb_94669,CC12CC1(C)C(O)CC2,2.12962,1.6707,1.27531,1.5356,84.86,-0.2511,0.0657,0.3168,1137.6408,0.205768,-388.304314,-388.294927,-388.293983,-388.337544,37.227
65839,gdb_65840,CC1(COC(=N)O1)C#N,2.73491,1.34827,1.24164,4.8772,67.17,-0.275,-0.0039,0.2712,1063.7005,0.112355,-453.97546,-453.967281,-453.966337,-454.008506,29.792
37831,gdb_37832,C1CC23NC4C2OC34C1,2.91254,1.91408,1.66762,1.9087,74.24,-0.2231,0.0554,0.2785,888.1686,0.149393,-401.826403,-401.819784,-401.81884,-401.857133,27.69
43122,gdb_43123,O=C1C2OC3OCC2C13,3.97094,1.56247,1.50178,2.6167,63.79,-0.2405,-0.0244,0.2162,881.2906,0.115006,-457.751314,-457.745246,-457.744302,-457.781725,24.623
88434,gdb_88435,CC1CN1C1(C)CC1O,2.45376,1.24998,1.16179,3.163,82.94,-0.2181,0.0832,0.3012,1226.3395,0.192235,-404.299941,-404.290274,-404.28933,-404.334039,37.351
16220,gdb_16221,O=C1OCCC11CO1,3.18898,2.34988,1.53408,4.4088,57.44,-0.2637,-0.0124,0.2513,801.7501,0.107852,-419.694568,-419.68787,-419.686926,-419.725761,24.585
85450,gdb_85451,CC1OC(=O)CC11CO1,2.6362,1.48238,1.10917,4.6311,68.05,-0.2671,0.0087,0.2758,1101.561,0.135122,-458.992206,-458.984103,-458.983159,-459.025162,30.472
41197,gdb_41198,C1NC2C3COCC12O3,2.97191,1.76168,1.5768,2.0496,72.6,-0.2365,0.0339,0.2703,917.1337,0.149613,-438.937,-438.930218,-438.929273,-438.967837,28.047
50243,gdb_50244,O=CC1CC2C=CCN12,2.89694,1.44737,1.21782,2.9745,77.04,-0.2202,-0.0313,0.1888,1061.8289,0.148681,-401.932881,-401.925308,-401.924364,-401.96541,29.047
51073,gdb_51074,N=COC12CC(C1)C2=O,3.17071,1.24855,1.04195,2.784,72.08,-0.2534,-0.0096,0.2438,1153.1413,0.123877,-437.844841,-437.836859,-437.835914,-437.87865,29.226
131921,gdb_131922,c1cnc(cn1)N(=O)=O,4.16342,1.34308,1.01549,3.9933,65.98,-0.2813,-0.1057,0.1757,1048.7646,0.07907,-468.762088,-468.755429,-468.754485,-468.794322,23.857
126225,gdb_126226,CCc1c(cnn1C)N,1.8964,1.79221,0.99443,2.1688,83.19,-0.193,0.0291,0.2221,1233.4054,0.171666,-399.351855,-399.341884,-399.34094,-399.387407,35.282
43082,gdb_43083,O=C1C2NC3CC1NC23,2.63802,2.05003,1.73256,4.3232,70.26,-0.2211,-0.0158,0.2053,855.0493,0.140502,-417.995516,-417.989368,-417.988424,-418.025819,26.057
104756,gdb_104757,OCC1(CO)CC1C#C,2.81726,1.08868,0.91448,3.2738,79.2,-0.2442,0.0381,0.2823,1311.6717,0.15704,-422.96876,-422.958915,-422.95797,-423.003325,36.655
33629,gdb_33630,C#CC12C3CC=C1CN23,3.22784,1.54771,1.37509,1.2587,84.07,-0.2176,-0.0442,0.1734,977.7472,0.123795,-363.453197,-363.446018,-363.445074,-363.484469,29.032
31121,gdb_31122,Cc1c[nH]c(c1CO)O,2.25446,1.57521,0.95793,1.373,75.26,-0.1768,0.0554,0.2321,1206.1488,0.148107,-439.122595,-439.113549,-439.112605,-439.156108,34.015
11651,gdb_11652,OC1C2CC1(O2)C#N,3.43495,1.89121,1.5134,3.6466,59.73,-0.267,-0.0116,0.2555,822.9471,0.095035,-398.531001,-398.524226,-398.523282,-398.561905,25.522
55586,gdb_55587,CC(=O)CC(=O)NC=O,3.6712,0.90046,0.7516,5.6691,69.37,-0.2487,-0.0474,0.2013,1459.5754,0.121494,-475.096088,-475.086533,-475.085589,-475.13189,32.513
17602,gdb_17603,C1CN1C(=O)C(=N)N,3.85223,1.65254,1.24839,1.9946,64.04,-0.239,-0.0438,0.1953,949.5403,0.119599,-395.983086,-395.975199,-395.974255,-396.01564,28.671
129056,gdb_129057,N=C1C=NC=NNC1=O,2.6247,1.83815,1.15588,2.6263,72.39,-0.2558,-0.0975,0.1583,977.9219,0.091212,-448.918054,-448.910901,-448.909957,-448.950211,26.25
17694,gdb_17695,C1OC1C12CN(C1)C2,4.93251,1.50603,1.47236,2.0435,68.09,-0.2306,0.0837,0.3143,906.1738,0.143504,-363.751383,-363.744674,-363.74373,-363.78276,25.77
133405,gdb_133406,c1c(c(c(=O)on1)F)F,2.36343,1.86491,1.04239,3.7709,53.95,-0.281,-0.0955,0.1855,972.3201,0.051795,-557.793701,-557.786875,-557.785931,-557.825374,24.645
48087,gdb_48088,O=CC(=O)N1C2CC1C2,2.96781,1.42405,1.13184,2.9985,72.0,-0.2409,-0.0738,0.1671,1077.8497,0.123735,-437.839202,-437.83144,-437.830496,-437.872141,28.522
102200,gdb_102201,CCN(CC#C)CC#N,2.966,0.91431,0.80063,3.9083,82.06,-0.2362,0.0086,0.2448,1459.8297,0.156538,-382.027634,-382.017295,-382.016351,-382.063935,36.536
86009,gdb_86010,CC1CC(O)(C=O)C=C1,2.49734,1.29076,1.0974,3.2517,77.86,-0.247,-0.0339,0.2132,1197.0266,0.157444,-423.047553,-423.038352,-423.037407,-423.081779,34.273
62258,gdb_62259,CN(CCCC=O)C=O,4.87038,0.5372,0.51742,1.8305,79.52,-0.2474,-0.0307,0.2167,2075.4293,0.168393,-440.31877,-440.308096,-440.307152,-440.356648,35.722
72764,gdb_72765,CC12CCC1=CC1CC21,2.66088,1.70695,1.44943,0.4362,88.17,-0.2166,0.0196,0.2361,1024.2307,0.184161,-349.928361,-349.920708,-349.919764,-349.959797,32.035
40301,gdb_40302,C1CC1C#CC2COC2,6.30585,0.59753,0.57486,2.175,87.88,-0.2339,0.0406,0.2746,1939.1368,0.159213,-385.824241,-385.815192,-385.814248,-385.86052,32.145
130543,gdb_130544,C#CC(=O)c1conn1,3.70276,1.23919,0.92846,0.4792,66.57,-0.2855,-0.0916,0.1939,1122.5035,0.0637,-451.493135,-451.485536,-451.484592,-451.525924,26.67
16613,gdb_16614,CC1=CC2CN2C1=O,3.57031,2.21383,1.50907,4.0796,67.77,-0.2482,-0.0471,0.2011,829.4758,0.119514,-362.679937,-362.672981,-362.672037,-362.711143,25.96
115074,gdb_115075,CCC1CC=CC=CC1,2.90586,1.11721,0.86713,0.6636,94.65,-0.2094,-0.0177,0.1917,1417.9062,0.207325,-351.176683,-351.167463,-351.166519,-351.211041,35.272
